review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
15510,5,"best possible location beijing truly grand hotel unstuffy location ca n't beaten right heart beijing steps away tiananmen square forbidden city, incredibly good value actually cheap coming london excellent clearly making huge effort prepare olympics year staff hotel speak english including housekeep",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,1.0,0.0,1.0,0.0,,staff hotel speak english including housekeepers helpful.,,"there great shopping nearby sightseeing subway short distance, ask view forbidden city extraordinary right heart city experience not missed,",
3570,5,"wonderful just got home iberostar bravo, loved, admit did doubts gone ca n't wait, service excellent place clean food delicious n't say,  ",positive,positive,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,0.0,0.0,0.0,place clean,service excellent,,,
10003,5,"perfect duquesne perfect place, view spectacular rooms comfortable/clean breakfast complete eggs ham cereals assorted pastries expected, desk kind helpful especially lost suitcase, trip daughter sixteenth birthday loved, blocks metro minutes walk eiffel tower,  ",positive,positive,not_mentioned,positive,not_mentioned,1.0,1.0,0.0,1.0,0.0,rooms comfortable/clean,"desk kind helpful especially lost suitcase,",,"blocks metro minutes walk eiffel tower,",
10221,5,great location wo n't regret booking hotel want know silver just visit homepage hotelsilver no pictures desrciptions not true.the hotel just hop away metrostation fontana therfore relevant sights barcelona easy access.we booked business newly refurbished room upgrade business terrace room arrival ju,positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,1.0,0.0,"room excellent, not roomy adequate,",,,hotel just hop away metrostation fontana therfore relevant sights barcelona easy access.,
10005,5,"excellent choice perfect place too-short three-day stay paris, room lovely adequate size adults, actually rooms, charming ambience pleasant helpful staff clean great location metro reasonable priced, recommended qualification,  ",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.9,0.0,"clean great location metro reasonable priced,",pleasant helpful staff,,great location metro,
2869,5,"bavaro princess fabulous, visit say fabulous really exceeded expectations, 36 people party attended son wedding stress-free way wedding, taken care wedding planner private beach party booked fabulous party worth money paid, food excellent services supplied general manager paid visit make sure ok. li",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,1.0,0.0,0.0,0.0,,"services supplied general manager paid visit make sure ok. like say big thank-you especially, special mention staff fantastic hope meet year,",,,
5978,5,"way prince kuhio family reunion oahu, booked mountain views rooms nights, arrival told balconys rooms not usable, politely asked room changes given executive ocean view rooms 33rd floor working balconys, family member coming nights given upgrade weekend floor.rooms newly refurbished, bathrooms beaut",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,"rooms newly refurbished, bathrooms beautiful hans grohe shower heads, small nicest bathroom hotel.","politely asked room changes given executive ocean view rooms 33rd floor working balconys, family member coming nights given upgrade weekend floor.",,,
17205,5,"second time visitor great, husband 38/41 returned nov 6th, second visit resort year feb 05, second time good, time stayed punta cana time bavaro, equal no difference nothing compare, difference uses lobby main restaurant uses mirror image share kitchen no difference food looking happening busy actio",not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,0.0,0.5,0.0,0.0,0.0,,,,,
11642,5,"great staff good wheelchair access partner stayed nights 2006. wheelchair user chose hotel based price cheaper downtown seattle complimentary continental breakfast proximity shopping eating spots uw wheelchair accessibility, booked directly australia email fax pleasantly surprised receive prompt wri",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,1.0,0.0,0.9,0.0,,"hotel staff did not disappoint slightest, staff young friendly helpful",,"the location great, accessible bus transport downtown area close taxi fare approximately usd 12.",
3635,5,"wow excellent value money- amazing wedding, 34 stayed hotel weddingwhat say amazing excellent value moneywe wedding garden pics besch pictures beautiful, im going short thinking going holiday dont hesitateif thinking getting married waiting booked,  ",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,0.8,0.0,0.0,0.0,,,,,
9609,5,"great value hotel friendly helpful staff husband just come night enjoyable stay nadia hotel amsterdam, hotel staff warm welcoming nothing trouble anytime day, lovely double room hotel balcony.for star hotel exceptional rate higher, definately stay, close dam square major sites city walking distance ",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,1.0,0.0,0.9,0.0,,"hotel staff warm welcoming nothing trouble anytime day,",,"close dam square major sites city walking distance couple nice bars near hotel,",
14078,5,"just needed looking clean wife allergies safe town close attractions transportation reasonable cost, usually stay hampton inns, happy choice hotel, staff helpful, did not eat breakfast hotel not big breakfast eaters wanted going morning, pastry shops small grocery stores blocks, metro trip louvre ea",positive,positive,not_mentioned,positive,positive,1.0,0.9,0.0,0.9,0.9,just needed looking clean wife allergies safe town,"staff helpful,",,"metro trip louvre easy,",just needed looking clean wife allergies safe town
5130,5,"really nice boutique hotel paris, just returned paris stayed wonderful smaller hotel great area, metro stops walking distance walkable sites like louvre, arrived shown possible rooms picked second thoughts, morning happily showed room loved, 6th floor rm 602, big terrace outside larger room small co",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.9,0.0,rooms clean,"staff great,",,"metro stops walking distance walkable sites like louvre,",
9645,5,"great location extremely helpful staff stayed week hotel nadia, manager staff extremely informative accomodating, space decided stay bit longer, location great walk jordaan easily catch tram close, breakfast really good, basically agree positive reviews, yes rooms small stairs steep amsterdam carry ",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,1.0,0.0,0.9,0.0,,"manager staff extremely informative accomodating,",,"location great walk jordaan easily catch tram close,",
18583,5,"great stay majestic posted review felt needed recent stay comments read.let start saying truly believe people not happy unless unhappy, reading recent negative reviews majestic trip bit nervous things got, spending week 1/26 2/2 wife couples thrilled way vacation turned, way far best value received ",positive,neutral,not_mentioned,negative,neutral,0.8,0.5,0.0,0.9,0.6,"roomsthe rooms large finished nicely marble, close inspection obvious workmanship d.r, n't level countries did n't detract overall feel",check-in quick probably 15 minutes group,,"apparent way hotel poor area, rest infrastructure apart hotel zones n't caught, lot partially built roads buildings way",room tv safe air
17461,5,"fantastic value money great location boot, say think place amazing, opinion new orleans absolute must-see hotel place stay seeing, really just minute safe, walk action french quarter means just far away good night sleep n't know gets sleep hotels bourbon street, stayed loads big chain-type hotels be",not_mentioned,not_mentioned,not_mentioned,positive,positive,0.0,0.0,0.0,0.95,0.8,,,,"fantastic value money great location boot, say think place amazing, opinion new orleans absolute must-see hotel place stay seeing, really just minute safe, walk action french quarter means just far away good night sleep n't know gets sleep hotels bourbon street","really just minute safe, walk action french quarter"
18620,5,"dreams reality arrival airport unaware wonderful memories forever embedded minds, arrived hotel immediately greeted hotel staff providing frozen refreshment parched selves, sure endulgein mama-juana mama wan na dominican viagra, 5 different resorts vacation 3 5 claimed 5 star, majestic true star res",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.8,0.9,0.0,0.0,0.0,rooms great,"arrived hotel immediately greeted hotel staff providing frozen refreshment parched selves, hotel staff friendly",,,
14337,5,"fabulous hotel, just returned hotel banys orientals 2 night stay hen weekend, stayed suites 5 minutes main hotel fantastic, booked 3 suites 8 3 suites slightly different equally nice, main bedroom huge big 4-poster style bed 2 single matresses tv desk fridge room, room single bed bathroom modern bes",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.95,0.0,0.0,0.9,0.0,rooms clean defnately no complaints,,,the location excellent lots bar cafe nearby just 5 mins taxi away la ramblas,
14774,5,"missing beach parents 47 53 sister 15 17 activce people stop home, dance lessons drama school basket-ball volley ball squash important social life everyday life looked type entertainement searching perfect resort, relaxing beach pool wanted good time dance party stay active, doubt caribe club prince",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,satisfied room clean fresh towels mini-bar,really friendly outgoing really feel home,,,
7214,5,"awesome place stay waikiki hotel excellent location- short pleasant walk beach, staff superior required maintenance safety deposit box arriving came 5 minutes, really enjoyed heated pool 2nd tower room located, definitely stay recommended travelling friends,  ",not_mentioned,positive,not_mentioned,positive,positive,0.0,0.8,0.0,0.9,0.8,,staff superior required maintenance safety deposit box arriving came 5 minutes,,hotel excellent location- short pleasant walk beach,required maintenance safety deposit box arriving came 5 minutes
14245,5,"class hotel awesom city spent 4 nights vincci maritimo august 07 girlfriends 21st having read reviews going admit little dubious fantastic lovely hotel especially price got bmi baby deal helpful staff spoke excellent english, 5 minute walk nearest beach lovely walk beachfront barcelonetta villa olym",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.9,0.0,0.95,0.0,,helpful staff spoke excellent english,,metro 2 min walk replacement bus time metro stops night n6 nightbus stops right outside hotel door runs night fantastic just make sure bus right direction inadvertently went tour city,
18463,5,"great hotel stayed residence inn 5 nights oct 07. great stay n't fault, special occasion emailed ask upgraded available checked offered 3 windowed cornor suite gave room, bed comfortable, son slept sofa bed ok tried slept, breakfast great good selection hot cold food saved time mornings, did n't pro",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.7,0.0,0.9,0.0,great stay n't fault,special occasion emailed ask upgraded available checked offered 3 windowed cornor suite gave room,,great location walking distance attractions shops,
19179,5,"great place, place fantastic, staff friendly helpful decor feel peacrful, clean bed absolutely comfortable bed slpet wanted buy ship home, definitely stay,  ",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.95,0.95,0.0,0.0,0.0,clean bed absolutely comfortable bed slpet wanted buy ship home,staff friendly helpful decor feel peacrful,,,
797,5,"great location rooms wanted stay 15 years did n't disappoint way, location half block jackson square perfect room 212 small balcony table chairs, n't bother free breakfast cafe du monde block away,  ",not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,0.0,0.0,0.0,0.95,0.0,,,,"great location rooms wanted stay 15 years did n't disappoint way, location half block jackson square perfect",
1494,5,"perfect place relaxing babymoon reading reviews website skeptical, husband decided spend little money days luxurious week so-so, visited tripadvisor got worried, hotel perfect wanted, super relaxing staff service 5-star perfect size atmosphere, glad n't large chains 500+ rooms building, cozy, upgrad",positive,positive,not_mentioned,neutral,not_mentioned,0.9,1.0,0.0,0.7,0.0,"hotel perfect wanted, super relaxing staff service 5-star perfect size atmosphere",staff service 5-star perfect,,hotel covers lot space unless planning golf check pool restaurant n't lot walking,
4633,5,"total elegance plus week experience elegant welcoming environment totally positive, staff friendly supportive professional times making extra effort ensure stay pleasant possible, suite perfect added touches make feel special, breakfast feast time attentive staff ensure dietary needs catered, ca n't",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,1.0,0.0,0.0,0.0,suite perfect added touches make feel special,staff friendly supportive professional times making extra effort ensure stay pleasant possible,,,
4208,5,"great location value service stayed business definitely return location great, suites spacious cost places similar quality smaller, service really did stand unusual days, particular impressed speed check think literally took 20 seconds,  ",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.9,0.0,1.0,0.0,,"service really did stand unusual days, particular impressed speed check think literally took 20 seconds",,great location value service stayed business definitely return location great,
10690,5,"great hotel, just got day stay hestia group friends.location excellent, minutes bustling leiseplein area trams areas amsterdam situated quiet street, little noise night.check-in fast easy efficient, rooms clean quite spacious amsterdam equipped tv radio hairdryer safe, beds comfy spare blankets prov",positive,positive,not_mentioned,positive,positive,1.0,1.0,0.0,1.0,0.9,rooms clean quite spacious amsterdam equipped tv radio hairdryer safe,"check-in fast easy efficient, needed help directions advice nothing trouble, able store bags long necessary day late connection",,"location excellent, minutes bustling leiseplein area trams areas amsterdam situated quiet street",rooms clean quite spacious amsterdam equipped tv radio hairdryer safe
4111,5,"end summer vacation stayed hotel end summer vacation, really didnt know expect read different reviews prices perfect, family impressed saw, hotel amazing facilities pool mini golf basketball tennis, included, thing swim bar closed, no problem went drinks restaurants.food good service, rooms kept lik",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,rooms kept like tropical atmosphere hotel,food good service,,,
16910,5,"great hotel great location, stayed jurys week early september loved, location fantastic just minutes walk lovely newbury street copley mall boston commons.the hotel beautiful, checked late staff cuffs bar downstairs fantastic ensured got good meal kitchen closing time.beds comfortable room spacious,",positive,positive,not_mentioned,positive,not_mentioned,0.8,1.0,0.0,1.0,0.0,"room spacious, great shower bathroom plenty hot water good pressure",checked late staff cuffs bar downstairs fantastic ensured got good meal kitchen closing time,,location fantastic just minutes walk lovely newbury street copley mall boston commons,
12461,5,"loved sullivans great location exploring sydney surrounding area convenient buses great walking easy quick access town ferries bondi southern beaches direction.very friendly helpful staff, appreciated free internet access laundry facilities.rooms simple clean adequate use not spending day room sydne",positive,positive,positive,positive,not_mentioned,0.9,1.0,0.9,1.0,0.0,rooms simple clean adequate use not spending day room sydney,very friendly helpful staff,appreciated free internet access,great location exploring sydney surrounding area convenient buses great walking easy quick access town ferries bondi southern beaches direction,
17193,5,"relaxing beautiful resort returned 02/01/06 7 day stay agree positive experiences posted past regarding resort won__Ç_é_ reiterate, booked trip apple vacations definitely recommend, met airport detroit punta cana apple reps apple rep resort, problem apple rep resolved.we did not problem language, fu",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.8,0.9,0.0,0.0,0.0,relaxing beautiful resort,"met airport detroit punta cana apple reps apple rep resort, problem apple rep resolved",,,
8418,5,"nice just spent 3 nights renaissance vendome pleased entire experience, floor room 6th floor luxurious faced inner courtyard easily quietest room big city, small not type room comfortably spend day lounging want paris, breakfast included rate 265 night basic european marriott type buffet served pinx",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,floor room 6th floor luxurious faced inner courtyard easily quietest room big city,"staff spoke english polite helpful, friendly service",,,
9232,5,"fantastic hotel wished different room hotel amazing, wonderful pretty imagined, stayed 3 nights feb. fabulous room helpful staff great extras reviewers ca n't really add said, stay not regret, favorite hotel.that said minor disappointments, room given room 101, booked deluxe canal view room months a",positive,positive,negative,not_mentioned,not_mentioned,0.9,0.9,1.0,0.0,0.0,fabulous room helpful staff great extras reviewers ca n't really add said,helpful staff,"fee charged wireless connection room 10 euros 60 minutes, hotel all-inclusive did n't understand wireless n't included, 2 computers free internet lobby like working laptop lobby computers not option",,
10280,5,"excellent, period, love sofitels, good experience, say better sofitel ny, stayed lafayette sofitel july 2004. rooms significantly larger ny counterpart, maintenance upkeep better, access transportation subway good 2 blocks away, service courteous excellent, room decor typical north american sofitel,",negative,positive,not_mentioned,positive,not_mentioned,0.9,1.0,0.0,1.0,0.0,minor complaint day bedsheets did n't exactly smell fresh smelled slightly moldy,"service courteous excellent, quick room service rectified problem",,access transportation subway good 2 blocks away,
12621,5,"wonderful honeymoon stayed royal suites palladium palace upgraded no extra cost honeymoon suite, sure ask upgrade travel agent available, booked royal suites grand palladium bavaro instead palladium palace saved approx, 300 person, royal suites located palace access resort no difference price two.th",positive,not_mentioned,positive,not_mentioned,not_mentioned,0.8,0.0,0.9,0.0,0.0,the room white white marble,,royal suites air conditioned lobby free internet access lounge area,,
13236,5,"nice hotel nice hotel staff friendly helpful, did not problems room looked courtyard pleasent music playing evening 10pm, ate hotel clam chowder tasty, breakfast went restaurant road recommend delicious especially omlettes, tram line just road takes central shopping area, loads restaurants coffee sh",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,1.0,0.0,1.0,0.0,,nice hotel staff friendly helpful,,"tram line just road takes central shopping area, loads restaurants coffee shops bars walking distance",
19549,5,"hotel mela delight treated broadway holiday season, did n't realize hotel just wonderful treat, hotel mela perfectly located quiet street heart times square, moment walked modern hotel friendly staff treated frequent guest, cozy room thoughtfully designed appointed luxurious bed linens ample lightin",positive,positive,not_mentioned,positive,positive,0.9,1.0,0.0,0.9,0.9,cozy room thoughtfully designed appointed luxurious bed linens,friendly staff treated frequent guest,,hotel mela perfectly located quiet street heart times square,not remember time travelling single woman felt comfortable hotel mela
18172,5,"wonderful, look no booked basis ta reviews n't happier hotel, beautiful room spotless bathroom fantastic location near vaparetto stop, staff superb, sandro extremely helpful young guys night desk superb especially giovani member ancient original venetian families helpful, n't hesitate really best co",positive,positive,not_mentioned,positive,not_mentioned,1.0,1.0,0.0,1.0,0.0,beautiful room spotless bathroom,"staff superb, sandro extremely helpful young guys night desk superb especially giovani member ancient original venetian families helpful",,fantastic location near vaparetto stop,
351,5,"kind considerate booked hotel reading reviews like best deal compared rates downtown hotels, reviews stated staff helpful friendly, case special way, attend mariners game saturday night running late coming eugene, unable stop hotel game, came game rental window broken owned stolen, called jeff hotel",positive,positive,not_mentioned,not_mentioned,positive,0.9,1.0,0.0,0.0,0.9,room nice clean,"staff helpful friendly, case special way, jeff helped basic necessities lookout police finally arrived, rest staff helpful remaining days stay",,,jeff helped basic necessities lookout police finally arrived 3
19214,5,"great value stayed 5-17-07 5-23-07.this time hawaii, kids collegeand thought time different, booked hawaii price right, dollar figure comfortable stuck it.i frugal wife calls cheap.i trust expedia best deal.the photos seen hotel just like was.what say great value.when vacation spend time room sleep ",positive,positive,not_mentioned,positive,not_mentioned,1.0,1.0,0.0,1.0,0.0,sleep room clean pretty satisfied,great helpful staff,,great location not water took 30 seconds toget water bus stop,
10026,5,"great little hotel great location, close metro close enought sites prefer paris ground level, louvre 20 mins place le concord 15 mins, staff freindly not make stay perfect, stayed breakfast 09 euros good prefer good cafe close, airport roissey bus drops opera 5-10 minutes walk, room clean tastefull ",positive,positive,not_mentioned,positive,not_mentioned,1.0,0.9,0.0,1.0,0.0,room clean tastefull furnished hotel,staff freindly not make stay perfect,,"close metro close enought sites prefer paris ground level, airport roissey bus drops opera 5-10 minutes walk",
18997,5,"brilliant great hotel lovely rooms king size bed polite helpfull staff, good deal booking advance hilton not centre london minutes using jubilee line forget dlr weekends undergoing perpetual maintenance work, good restaurants nearby hotel restaurant popular little budget, hotel easy reach o2 dome gr",positive,positive,not_mentioned,positive,not_mentioned,0.8,1.0,0.0,1.0,0.0,lovely rooms,polite helpfull staff,,minutes using jubilee line forget dlr weekends undergoing perpetual maintenance work,
2360,5,"loved hotel stayed hotel husband 16 year old daughter.check quick porter took luggage 18th floor not luggage left terminal 5 heathrow returned 2 weeks later view ok not cathedral fine, room appointed beds extremly comfortable, days hotel really used sleeping did n't eat resturants.it handy rockefell",positive,positive,not_mentioned,positive,neutral,0.9,0.9,0.0,1.0,0.7,room appointed beds extremly comfortable,check quick porter took luggage 18th floor,,it handy rockefellar centre saks 5th ave tiffanys,"not luggage left terminal 5 heathrow returned 2 weeks later, wary taxis airport ask price paid 85 newark sure driver asking paid arrived pre-paid transport uk naivelly told this"
15684,5,"great customer service stayed 2nts return journey uk austalia month, arrived early hrs morning wanted speedy check-in got, hotel upgraded room booked nice surprise.we requested cot little boy wasnt room wait 20 min arrive looked like cage childs cot didnt bother putting little boy, room pretty stand",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,1.0,0.0,0.0,0.0,pool area clean towels provided complimentary bottles water,"great customer service, hotel upgraded room booked nice surprise, breakfast fantastic- everybody service second none, service staff pool area good nothing trouble offered apples lollypops cold towels freshen, great service",,,
1278,5,"petit perfect, price hotel hard beat, partner stayed 5 nights end july enjoyed moment hotel, breakfasts superb opportunity build friendships want guests, similarly late afternoon wine receptions pleasant occasion started break 8pm, stayed nikko crown plaza sf whilst merits small intimate presented l",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.8,0.0,0.7,0.0,,"breakfasts superb opportunity build friendships want guests, similarly late afternoon wine receptions pleasant occasion",,located petit auberge happily come,
5043,5,"casci high quality hotel great service perfect location booking casci visit florence checked trip advisor complimentary comments, true, hotel extremely clean rooms good size baths large spotless, service best hotels stayed trip italy, reception desk run paolo signora lombardi able assistance young a",positive,positive,not_mentioned,positive,not_mentioned,1.0,1.0,0.0,1.0,0.0,hotel extremely clean rooms good size baths large spotless,"service best hotels stayed trip italy, reception desk run paolo signora lombardi able assistance young associate willing accomodate wish make guest visit comfortable enjoyable, nice hotel run nice people",,"location excellent major sites walking distance uffizi duomo ponte vecchio piti palace, arrived car porter assistance valet parking big help",
8277,5,"fine hotel fine hotel recently refurbished 5 minutes walking retiro park museum miledefinitely,  ",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.8,0.0,0.0,0.9,0.0,recently refurbished,,,5 minutes walking retiro park museum miledefinitely,
13850,5,"great beach getaway girlfriends just returned beautiful 5 day vacation punta cana, little worried going reading poor reviews trip best, booked funjet vacations detroit, arrived time quickly shown bus hotel, check lti no problem, did wait room hour just time check grounds lunch, room building farther",not_mentioned,positive,not_mentioned,not_mentioned,positive,0.0,0.7,0.0,0.0,0.8,,"check lti no problem, able sleep doorwall open everynight",,,able sleep doorwall open everynight
15175,5,"good hotel close, great hotel price, rooms tower older good, great bathroom, great shower, great view 20th floor, close subway, inside hotel mall pm open late, hotel restaurant prices expensive 8 restaurants bar.we ate hotel restaurants tokyo choose, loved tokyo,  ",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.9,0.0,"great bathroom, great shower",,,"close subway, inside hotel mall pm open late",
20470,5,"location just feature great days recently location fantastic given walking distance including stadia railway station rains does transit free large zone downtown, desk staff not helpful sense humour concierge knew answers questions room quiet clean comfortable, return,  ",positive,negative,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,1.0,0.0,room quiet clean comfortable,desk staff not helpful sense humour concierge knew answers questions,,location fantastic given walking distance including stadia railway station rains does transit free large zone downtown,
959,5,"wonderful location lots extra value, great location lots extras, water bottles room complimentary, complimentary wine reception 5 6 pm night..great way meet guest parts world, like europeans staying complete continental breakfast helpful staff restaurants transportation, told staff worked 20 years, ",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.8,0.0,1.0,0.0,small room hotel totally re-furbished 04 great bed linens small clean really need,"helpful staff restaurants transportation, told staff worked 20 years, quite testament hotel/owners",,1/2 block union square street car line not ask 129.00 night,
18073,5,"nice hotel view second room room left row,  ",neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.5,0.0,0.0,0.0,0.0,nice hotel view second room room left row,,,,
1897,5,"great location great place great staff recently returned trip san francisco 9/16 9/21, traveled close friend stayed castle inn, got bargain airfare wanted reasonably priced hotel, wanted spend money tours food, castle inn perfect, clean, safe, great area not tourists, reasonably priced no complaints",positive,positive,not_mentioned,positive,positive,1.0,1.0,0.0,0.8,0.9,clean,"great staff, staff just wonderful, receptionist owner desk not gracious helpful, provided useful information wanted share sites san francisco wonderful, pretty special lady",,great area not tourists,safe
7536,5,"target absolutely customer centric experience expect jw hotel, checked 82 year old mother jw desert ridge phoenix night stay family gathering lack space home ended staying 5 nights, not hotel staff especially restaurants pampered vip, stay convenience experience jw special vacation.during visit casu",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,1.0,0.0,0.0,0.0,,"not hotel staff especially restaurants pampered vip, stay convenience experience jw special vacation.during visit casual breakfast restaurants mother ordered bagel requesting particularly soft requirement reach age, waitress ended bringing warmed croissant noting bagels fresh present challenge chew, mother loved personalized attention really appreciated compassion.",,,
15903,5,"great hotel great location stayed nights early july, arrived upgraded beautiful room 39th floor 50/night extra, great view city room quite spaceous tokyo standard, staff polite friendly, location hotel n't better, travel airport hotel smooth convenient, hotel staff loaded luggage bus left hotel nari",positive,positive,not_mentioned,positive,not_mentioned,0.8,1.0,0.0,1.0,0.0,room quite spaceous tokyo standard,"staff polite friendly, hotel staff loaded luggage bus left hotel narita hour, really pleasant stay",,"location hotel n't better, travel airport hotel smooth convenient",
11496,5,"stay, booked stayed hotel dec 26-29 2005. initially wished stay new year price room doubled end stay moved place park ave. westin great location fantastic 1/2 block subway rest madness times square, 36th floor not hear night busy time year, room large nyc clean come expect westin including comfy bed",positive,neutral,not_mentioned,positive,not_mentioned,1.0,0.5,0.0,1.0,0.0,room large nyc clean come expect westin including comfy bed bath,,,westin great location fantastic 1/2 block subway rest madness times square,
1894,5,"pleasantly surprised november wife decided drive coast san francisco, did not make reservations decided chances, walking fisherman wharf decided check accommodations recommended california welcome center, directed wall listings accommodations phone, tried couple places no luck did not sound good, fe",positive,positive,not_mentioned,positive,not_mentioned,0.9,1.0,0.0,0.9,0.0,"say pleasantly surprised understatement, said good castle inn true, business card states great room","plus terrifically nice couple hosts, did not names business card says marshall ariene, assume",,business card states great location,
19212,5,"perfect honeymoon new wife just returned stay honolulu things write post incredible stay aqua ocean tower rooms older serviceable good deal, location great block beach right heart waikiki good distance away hustle/bustle stores nightly street performers.none really remember story good old hospitalit",neutral,positive,not_mentioned,positive,not_mentioned,0.7,1.0,0.0,1.0,0.0,rooms older serviceable,"none really remember story good old hospitality service absolutely incredible, day met spoke pearl grace took exceptional care arrival sure no concerns, check speedy bags taken room realized gone, pearl went way help secure car rental reserve shuttle service later week change seats return flight home 2nd day met leonor initial warm friendly greeting looked forward seeing single morning chance, feel like hotel care not case does actually, extremely blessed talented does, really asked went way make sure morning little breakfast pastries gave",,location great block beach right heart waikiki good distance away hustle/bustle stores nightly street performers,
9983,5,"beautiful view boyfriend planned trip paris booked hotel reading reviews tripadvisor, booking hotel hotel website sent email requesting room view, received response stating not guaranteed, arrived hotel 1-2 hours check luckily room ready, wonderful room fifth floor corner, nto asked beautiful view e",positive,positive,not_mentioned,not_mentioned,neutral,1.0,0.9,0.0,0.0,0.6,"room quiet clean, bed comfortable bathroom nice",receptionists helpful spoke english,,,"complaint-which did not actually complain management about-was day came hotel contact lens case missing, assume cleaner not steal guess just swept trash regard temporary not"
12659,5,"absolutely impeccable stayed soho met 2 nights night girlfriends relax pretty wedding second new husband wedding night, originally wanted book new hazelton hotel uber luxury bit far wedding venue king street downtown traffic stress needed, chose soho proximity design luxury privacy service, did comp",positive,positive,not_mentioned,positive,not_mentioned,1.0,1.0,0.0,0.9,0.0,"absolutely impeccable, fresh orchids large suite plush robes slippers ridiculously comfortable bed",memorably notch service bellman gm pre-check post-check,,chose soho proximity design luxury privacy service,
4434,5,"historic charming central worth stars husband amsterdam days, got good deal pricey hotel stay 4 nights 1 night free, rooms service really 5-star especially european standards, room bathroom amenities, staff courteous helpful, turndown service hotel slippers chocolates feel special, helpful confiming",positive,positive,not_mentioned,positive,not_mentioned,0.9,1.0,0.0,1.0,0.0,"rooms service really 5-star especially european standards, room bathroom amenities","staff courteous helpful, helpful confiming flights making reservations",,"grand central did not need cab public transportation, close red light district tucked away traffic",
12781,5,"nice stay hilton definately worth stay good rate millenium hilton, room gorgeous huge windows sides room stunning views, hotel staff helpful friendly no street noise room,  ",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,1.0,0.0,0.0,0.0,"room gorgeous huge windows sides room stunning views, hotel staff helpful friendly no street noise room",hotel staff helpful friendly,,,
6218,5,"loved stay marriott waikiki beach resort april 17-24, wonderful stay marriott waikiki beach resort, upgraded city view ocean diamond head view, just breath taking, rooms nice comfy beds like sleeping cloud, encountered worked hotel housekeepers desk friendly, walking distance resturants beach lots s",positive,positive,not_mentioned,positive,not_mentioned,0.9,1.0,0.0,1.0,0.0,rooms nice comfy beds like sleeping cloud,encountered worked hotel housekeepers desk friendly,,walking distance resturants beach lots shopping,
18858,5,"excellent garden just returned 3 days hanging garden, place magnificent experienced incredible service before.thank,  ",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,0.9,0.0,0.0,0.0,,experienced incredible service before.,,,
8304,5,"excellent hotel not fault abba sants hotel, beds big comfy rooms spacious, staff polite helpful hotel sleek modern located right underground metro station, great stay definitely return,  ",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.95,0.0,0.95,0.0,rooms spacious,staff polite helpful,,located right underground metro station,
